sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,buy_price_by_area,house_type_id,is_renewal_needed,built_year,has_ac,has_fitted_wardrobes,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,has_green_zones,has_parking,distr_coef
66.0,3,1.0,3.0,139900,2120,1,1,1970.0,0,1,0,0,0,0,0,1,0,0.2359308823529411
114.0,4,2.0,0.0,350000,3070,1,0,1970.0,1,1,0,0,0,1,0,0,0,0.2813540983606557
80.0,3,1.0,0.0,159000,1988,1,0,1970.0,0,1,0,0,0,0,1,0,0,0.2523359712230216
90.0,3,2.0,3.0,209000,2322,1,0,1970.0,1,0,0,0,1,0,1,0,0,0.2523359712230216
150.0,3,2.0,0.0,190000,1267,1,1,1970.0,0,1,0,0,0,0,1,1,1,0.2191851851851851
120.0,4,2.0,4.0,205000,1708,0,0,1970.0,1,0,0,0,1,0,1,0,0,0.2707101449275362
45.0,2,1.0,4.0,132000,2933,1,0,1965.0,1,1,0,0,0,1,0,0,0,0.2359308823529411
72.0,1,1.0,0.0,145000,2014,1,0,1970.0,0,1,0,0,0,0,0,0,0,0.2813540983606557
150.0,4,2.0,1.0,578000,3853,1,0,1970.0,1,1,0,0,1,0,1,0,1,0.2813540983606557
41.0,0,1.0,0.0,165000,4024,1,0,2005.0,1,1,0,0,1,0,0,0,0,0.2813540983606557
120.0,4,2.0,0.0,280000,2333,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2191851851851851
99.0,3,1.0,4.0,220000,2222,1,1,1970.0,0,0,0,0,1,0,0,0,0,0.2359308823529411
70.0,2,1.0,1.0,186000,2657,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2359308823529411
125.0,3,2.0,2.0,385000,3080,1,0,1970.0,0,1,0,0,0,0,1,1,1,0.2523359712230216
80.0,0,1.0,0.0,176000,2200,1,0,1970.0,0,1,0,0,0,0,0,0,0,0.2359308823529411
49.0,1,1.0,1.0,169999,3469,1,0,2008.0,1,1,0,0,0,0,1,0,1,0.2359308823529411
65.0,1,1.0,5.0,210000,3231,1,0,1970.0,0,1,0,0,0,0,0,1,1,0.2707101449275362
57.0,1,1.0,0.0,169000,2965,1,0,1970.0,1,1,0,0,1,0,1,0,0,0.2707101449275362
70.0,2,1.0,2.0,235000,3357,1,0,2019.0,1,1,0,0,0,1,0,0,0,0.2813540983606557
66.0,3,1.0,1.0,163000,2470,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2813540983606557
44.0,1,1.0,2.0,145000,3295,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2533233333333333
92.0,2,1.0,4.0,222000,2413,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2707101449275362
65.0,2,1.0,4.0,135000,2077,1,0,1970.0,1,0,0,0,1,0,0,0,0,0.2359308823529411
85.0,3,1.0,0.0,149000,1753,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2533233333333333
90.0,3,1.0,0.0,180000,2000,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2707101449275362
50.0,1,1.0,2.0,107000,2140,1,0,1970.0,1,1,0,0,0,1,0,0,0,0.2359308823529411
70.0,3,1.0,3.0,160000,2286,1,0,1970.0,1,0,0,0,0,0,0,0,1,0.2191851851851851
77.0,3,1.0,6.0,154000,2000,1,0,1969.0,0,0,0,0,1,0,0,0,0,0.2191851851851851
86.0,3,1.0,1.0,210000,2442,1,0,1970.0,0,1,0,0,1,0,0,0,1,0.2813540983606557
60.0,3,1.0,3.0,140000,2333,1,1,1970.0,0,0,0,0,0,0,0,1,1,0.2523359712230216
70.0,3,2.0,2.0,145000,2071,1,1,1970.0,0,0,0,0,1,0,0,0,0,0.2359308823529411
87.0,2,1.0,3.0,244000,2805,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2707101449275362
90.0,3,1.0,3.0,270000,3000,1,0,1970.0,0,1,0,0,0,0,1,1,0,0.2523359712230216
98.0,2,3.0,9.0,275000,2806,1,0,1970.0,1,1,0,0,0,0,1,1,0,0.2465549019607843
102.0,3,3.0,4.0,285000,2794,1,0,1970.0,1,1,0,0,0,0,0,1,0,0.2465549019607843
75.0,3,1.0,4.0,169000,2253,1,0,1970.0,0,0,0,0,1,1,0,1,0,0.2813540983606557
50.0,2,1.0,0.0,129000,2580,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2191851851851851
200.0,4,3.0,4.0,500000,2500,0,0,1991.0,1,1,0,0,1,1,1,0,1,0.2191851851851851
67.0,2,1.0,4.0,178000,2657,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2359308823529411
66.0,2,1.0,0.0,172000,2606,1,1,1970.0,0,0,0,0,1,0,0,0,0,0.2813540983606557
140.0,4,3.0,1.0,420000,3000,1,0,1970.0,1,1,0,1,1,0,1,1,1,0.2359308823529411
60.0,3,1.0,4.0,180000,3000,1,0,1970.0,0,1,0,0,0,0,1,0,0,0.2465549019607843
95.0,2,1.0,4.0,260000,2737,1,0,1970.0,0,1,0,0,1,0,0,0,0,0.2813540983606557
60.0,1,1.0,2.0,183500,3058,1,0,2007.0,1,1,0,0,1,0,0,0,0,0.2465549019607843
140.0,4,2.0,1.0,300000,2143,2,0,1970.0,1,1,0,0,1,0,0,0,0,0.2813540983606557
110.0,0,2.0,0.0,180000,1636,1,0,1970.0,1,0,0,1,0,0,0,0,0,0.2813540983606557
105.0,3,2.0,2.0,279000,2657,1,0,1970.0,1,1,0,0,0,0,0,1,1,0.2707101449275362
130.0,4,2.0,9.0,385000,2962,1,0,1970.0,1,1,0,0,0,0,0,0,1,0.2707101449275362
100.0,2,1.0,3.0,300000,3000,3,0,1970.0,1,1,0,0,1,0,1,0,0,0.2813540983606557
60.0,3,1.0,1.0,180000,3000,1,0,1970.0,1,1,0,0,0,0,1,1,0,0.2523359712230216
115.0,4,2.0,5.0,390000,3391,1,1,1970.0,0,1,0,0,0,0,0,0,0,0.2707101449275362
62.0,2,1.0,4.0,128000,2065,1,0,1970.0,0,1,0,0,1,1,0,0,0,0.2533233333333333
121.0,4,2.0,1.0,390000,3223,1,0,1970.0,0,1,0,0,1,1,1,1,1,0.2813540983606557
200.0,5,2.0,1.0,240000,1200,2,0,1970.0,0,0,0,0,1,1,0,0,0,0.2813540983606557
55.0,2,1.0,1.0,158000,2873,1,0,1970.0,0,1,0,0,0,0,0,0,0,0.2813540983606557
110.0,3,2.0,2.0,365000,3318,1,0,1970.0,0,1,0,1,0,0,1,0,1,0.2523359712230216
68.0,3,1.0,0.0,160000,2353,1,0,1970.0,0,0,0,0,1,0,0,0,0,0.2813540983606557
60.0,2,2.0,0.0,145500,2425,1,0,1970.0,0,0,0,0,0,0,1,0,0,0.2359308823529411
104.0,3,2.0,1.0,350000,3365,1,0,1970.0,1,1,0,0,0,1,0,0,0,0.2813540983606557
96.0,3,2.0,1.0,218000,2271,1,0,1970.0,1,1,0,0,1,0,0,1,1,0.2465549019607843
98.0,2,1.0,2.0,240000,2449,1,0,1970.0,0,1,0,0,1,1,0,1,1,0.2359308823529411
70.0,2,1.0,1.0,115000,1643,1,1,1970.0,0,0,0,0,0,0,0,0,0,0.2813540983606557
55.0,2,1.0,3.0,124000,2255,1,0,1970.0,0,0,0,0,1,0,0,0,0,0.2465549019607843
67.0,3,1.0,1.0,135000,2015,1,0,1970.0,0,1,0,0,0,0,0,1,1,0.2191851851851851
65.0,3,1.0,1.0,170000,2615,1,0,1970.0,1,0,0,0,0,0,0,0,0,0.2813540983606557
75.0,2,1.0,7.0,175000,2333,1,0,1975.0,0,1,0,0,0,1,1,1,1,0.2191851851851851
96.0,3,1.0,2.0,288000,3000,1,0,1970.0,0,1,0,0,1,0,0,0,0,0.2813540983606557
46.0,2,1.0,4.0,114000,2478,1,0,1970.0,1,1,0,0,1,1,0,0,0,0.2813540983606557
35.0,1,1.0,0.0,115000,3286,1,0,1970.0,0,1,0,0,0,0,0,0,0,0.2523359712230216
75.0,3,1.0,2.0,265000,3533,1,0,1970.0,0,0,0,0,0,1,1,0,0,0.2813540983606557
78.0,2,1.0,2.0,155000,1987,1,1,1970.0,0,1,0,0,1,0,0,0,0,0.2813540983606557
67.0,2,2.0,3.0,151000,2254,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2191851851851851
78.0,2,1.0,5.0,160000,2051,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2359308823529411
52.0,1,1.0,2.0,210000,4038,1,0,1970.0,0,1,0,0,1,0,1,1,1,0.2465549019607843
63.0,3,1.0,1.0,100000,1587,1,1,1970.0,0,0,0,0,0,0,0,0,0,0.2523359712230216
56.0,2,1.0,3.0,115000,2054,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2359308823529411
68.0,2,1.0,4.0,140000,2059,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2533233333333333
75.0,2,1.0,1.0,147000,1960,1,0,1970.0,1,1,0,0,0,0,1,1,0,0.2359308823529411
50.0,3,1.0,4.0,180000,3600,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.2523359712230216
65.0,2,1.0,6.0,209000,3215,1,0,1970.0,0,1,0,0,0,0,0,0,0,0.2359308823529411
65.0,2,1.0,4.0,204000,3138,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2359308823529411
75.0,0,1.0,3.0,224000,2987,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2359308823529411
75.0,3,1.0,5.0,229000,3053,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2359308823529411
80.0,3,1.0,1.0,235000,2938,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2359308823529411
68.0,3,1.0,1.0,230000,3382,1,0,1970.0,1,1,0,0,1,1,0,1,0,0.2191851851851851
125.0,3,1.0,5.0,600000,4800,3,0,1970.0,0,0,0,0,1,0,0,0,0,0.2813540983606557
65.0,3,1.0,5.0,110000,1692,1,1,1965.0,1,1,0,0,1,1,0,1,0,0.2191851851851851
98.0,3,1.0,1.0,265000,2704,1,1,1970.0,0,0,0,0,1,0,0,1,0,0.2533233333333333
75.0,2,1.0,3.0,222000,2960,1,0,1970.0,0,1,0,0,1,0,0,0,0,0.2813540983606557
72.0,3,1.0,1.0,169000,2347,1,0,1970.0,0,0,0,0,1,0,0,1,0,0.2191851851851851
42.0,1,1.0,0.0,87000,2071,1,0,1970.0,1,0,0,0,0,0,1,0,0,0.2533233333333333
70.0,2,1.0,1.0,205000,2929,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2533233333333333
90.0,3,1.0,3.0,290000,3222,1,0,1970.0,1,1,0,0,1,1,0,0,0,0.2533233333333333
65.0,3,1.0,2.0,149900,2306,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2533233333333333
64.0,3,1.0,4.0,145000,2266,1,0,1970.0,1,0,0,0,0,0,0,0,0,0.2533233333333333
80.0,2,2.0,0.0,195000,2438,1,0,1970.0,0,0,0,0,0,0,1,0,1,0.2359308823529411
70.0,2,1.0,0.0,189000,2700,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.2533233333333333
101.0,3,1.0,6.0,108000,1069,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2523359712230216
58.0,2,1.0,2.0,129000,2224,1,0,1970.0,0,0,0,0,1,1,0,0,0,0.2533233333333333
140.0,4,2.0,1.0,451000,3221,1,0,1970.0,1,1,0,1,1,0,1,1,1,0.2359308823529411
105.0,4,2.0,4.0,390000,3714,3,0,1970.0,1,1,0,0,0,1,0,0,0,0.2813540983606557
90.0,3,1.0,9.0,200000,2222,1,0,1970.0,0,1,0,0,1,0,0,1,1,0.2359308823529411
90.0,3,2.0,0.0,240000,2667,1,0,1970.0,1,1,0,0,0,0,1,0,0,0.2707101449275362
180.0,5,2.0,2.0,350000,1944,1,1,1970.0,0,1,0,0,0,0,0,0,0,0.2523359712230216
84.0,2,1.0,3.0,239000,2845,1,0,1970.0,0,1,0,0,1,1,1,1,0,0.2523359712230216
75.0,3,1.0,1.0,160000,2133,1,0,1970.0,1,1,0,0,0,0,0,1,0,0.2191851851851851
75.0,2,1.0,1.0,175000,2333,1,1,1970.0,0,0,0,0,0,0,0,0,0,0.2813540983606557
64.0,2,1.0,1.0,229000,3578,1,0,2017.0,1,1,0,0,0,0,0,0,1,0.2533233333333333
84.0,0,2.0,0.0,140000,1667,1,0,1980.0,0,0,0,0,0,0,0,0,0,0.2533233333333333
100.0,2,1.0,4.0,390000,3900,3,0,1994.0,0,1,0,0,1,0,0,1,1,0.2707101449275362
105.0,3,1.0,0.0,230000,2190,1,0,1995.0,1,1,0,0,0,0,0,1,1,0.2707101449275362
91.0,3,2.0,0.0,170000,1868,1,1,1970.0,0,0,0,0,0,0,0,0,0,0.2533233333333333
140.0,4,2.0,9.0,450000,3214,1,1,1970.0,0,1,0,0,1,0,0,1,0,0.2707101449275362
220.0,5,2.0,2.0,470000,2136,1,0,1970.0,1,1,0,0,1,0,1,1,1,0.2359308823529411
86.0,3,2.0,8.0,305000,3547,1,0,1970.0,1,1,0,0,0,1,0,0,1,0.2813540983606557
72.0,3,1.0,0.0,134000,1861,1,1,1970.0,0,0,0,0,0,0,0,0,0,0.2523359712230216
91.0,2,1.0,4.0,222000,2440,1,1,2007.0,0,0,0,0,0,0,1,0,0,0.2707101449275362
67.0,3,1.0,2.0,145000,2164,1,0,1955.0,0,1,0,0,0,0,0,1,1,0.2533233333333333
80.0,2,1.0,4.0,149000,1862,2,0,1960.0,0,1,0,0,0,0,0,0,0,0.2707101449275362
70.0,2,1.0,0.0,109000,1557,1,1,1966.0,0,0,0,0,0,0,0,0,0,0.2813540983606557
59.0,1,2.0,4.0,125900,2134,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2523359712230216
62.0,3,1.0,4.0,150000,2419,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2523359712230216
65.0,2,1.0,4.0,126000,1938,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2465549019607843
80.0,3,2.0,7.0,215000,2688,1,0,1970.0,0,1,0,0,1,0,0,1,1,0.2191851851851851
103.0,4,2.0,8.0,240000,2330,1,0,1970.0,0,1,0,0,1,1,0,0,0,0.2359308823529411
90.0,3,1.0,6.0,195000,2167,1,0,1970.0,1,1,0,0,0,1,1,0,1,0.2191851851851851
62.0,3,1.0,5.0,149000,2403,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.2533233333333333
60.0,3,1.0,0.0,149000,2483,1,0,1957.0,0,0,0,0,0,0,0,0,0,0.2813540983606557
63.0,2,1.0,1.0,145000,2302,1,0,1960.0,0,0,0,0,0,0,1,0,0,0.2707101449275362
70.0,2,1.0,1.0,178000,2543,1,0,2006.0,1,1,0,0,0,0,0,0,0,0.2813540983606557
88.0,3,2.0,4.0,317000,3602,1,0,1970.0,0,1,0,0,1,0,0,0,0,0.2813540983606557
78.0,2,1.0,4.0,99900,1281,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2359308823529411
83.0,3,1.0,2.0,219000,2639,1,0,1968.0,0,1,0,0,0,0,0,1,0,0.2533233333333333
128.0,3,2.0,2.0,240000,1875,1,1,1978.0,1,0,0,0,1,1,0,0,0,0.2533233333333333
31.0,0,1.0,2.0,99900,3223,1,0,1970.0,1,0,0,0,1,0,0,0,0,0.2813540983606557
76.0,2,1.0,3.0,240000,3158,1,0,2019.0,1,1,0,0,1,1,0,0,0,0.2533233333333333
75.0,3,1.0,3.0,123200,1643,1,1,1970.0,0,0,0,0,0,0,0,0,0,0.2359308823529411
60.0,2,1.0,0.0,160000,2667,1,0,1970.0,0,1,0,0,0,0,0,1,0,0.2465549019607843
58.0,2,1.0,1.0,168000,2897,1,0,1970.0,0,0,0,0,0,1,0,0,0,0.2533233333333333
120.0,4,2.0,4.0,550000,4583,0,0,1970.0,0,0,0,0,0,0,1,0,1,0.2533233333333333
70.0,1,1.0,0.0,185000,2643,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2813540983606557
70.0,3,2.0,2.0,149000,2129,1,0,1970.0,0,0,0,0,1,0,0,0,0,0.2359308823529411
50.0,2,1.0,4.0,114000,2280,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2813540983606557
148.0,4,3.0,3.0,359000,2426,1,0,1970.0,1,1,0,0,1,1,1,0,0,0.2465549019607843
30.0,0,1.0,0.0,158000,5267,1,0,1970.0,1,1,0,0,0,0,0,0,1,0.2813540983606557
220.0,0,1.0,0.0,160000,727,1,0,1970.0,0,0,0,0,0,0,1,0,0,0.2523359712230216
82.0,3,1.0,0.0,163999,2000,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.2191851851851851
60.0,2,1.0,3.0,198000,3300,1,0,1970.0,0,1,0,0,0,0,1,0,0,0.2813540983606557
52.0,2,1.0,3.0,101890,1959,1,1,1962.0,0,0,0,0,0,0,0,0,0,0.2523359712230216
66.0,2,1.0,2.0,130000,1970,1,0,1970.0,0,0,0,0,1,0,0,0,0,0.2359308823529411
41.0,3,1.0,4.0,100000,2439,1,0,1970.0,1,0,0,0,1,0,0,0,0,0.2813540983606557
71.0,3,1.0,0.0,120000,1690,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2533233333333333
66.0,2,1.0,2.0,130000,1970,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2359308823529411
41.0,3,1.0,0.0,100000,2439,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2813540983606557
30.0,0,1.0,2.0,99900,3330,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2533233333333333
80.0,3,1.0,4.0,139000,1738,1,1,1970.0,0,0,0,0,1,0,0,0,0,0.2465549019607843
128.0,4,2.0,1.0,198000,1547,1,0,1984.0,0,1,0,0,1,0,0,0,0,0.2533233333333333
42.0,2,1.0,1.0,165000,3929,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.2813540983606557
65.0,3,1.0,4.0,130000,2000,1,1,1963.0,0,0,0,0,0,0,0,0,0,0.2465549019607843
70.0,3,1.0,3.0,150000,2143,1,1,1970.0,0,0,0,0,1,0,0,0,0,0.2523359712230216
79.0,4,2.0,0.0,183000,2316,1,0,1980.0,1,0,0,0,1,0,0,1,0,0.2359308823529411
50.0,2,1.0,1.0,168000,3360,1,0,1970.0,0,0,0,0,0,1,0,0,0,0.2813540983606557
71.0,3,1.0,0.0,120000,1690,1,1,1969.0,0,0,0,0,0,0,0,0,0,0.2813540983606557
44.0,1,1.0,3.0,125000,2841,1,0,2007.0,1,0,0,0,0,0,0,0,0,0.2533233333333333
39.0,0,1.0,3.0,134000,3436,3,0,2007.0,1,1,0,0,1,0,1,0,0,0.2533233333333333
96.0,3,2.0,1.0,218000,2271,1,0,1978.0,1,1,0,0,1,0,0,0,1,0.2533233333333333
61.0,3,1.0,1.0,150000,2459,1,0,1967.0,0,0,0,0,1,0,0,0,0,0.2523359712230216
66.0,2,1.0,2.0,130000,1970,1,0,1967.0,0,0,0,0,0,0,0,0,0,0.2359308823529411
87.0,3,1.0,1.0,205000,2356,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2359308823529411
95.0,3,1.0,2.0,159999,1684,1,0,1985.0,0,1,0,0,0,0,0,0,0,0.2813540983606557
57.0,2,1.0,4.0,125000,2193,1,0,1965.0,1,0,0,0,1,0,0,0,0,0.2813540983606557
80.0,3,1.0,3.0,155000,1938,1,0,1970.0,1,0,0,0,1,0,0,0,0,0.2191851851851851
48.0,2,1.0,4.0,105000,2188,1,0,1965.0,0,0,0,0,1,0,0,0,0,0.2359308823529411
63.0,3,1.0,1.0,127260,2020,1,0,1962.0,0,0,0,0,1,0,0,0,0,0.2533233333333333
102.0,4,1.0,1.0,220000,2157,1,0,1970.0,0,0,0,0,1,1,1,0,1,0.2465549019607843
94.0,3,2.0,2.0,260000,2766,1,0,1970.0,0,1,0,0,1,0,0,0,0,0.2191851851851851
100.0,3,2.0,4.0,253000,2530,0,0,1970.0,1,1,0,0,1,0,0,0,0,0.2707101449275362
63.0,2,1.0,1.0,125000,1984,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2813540983606557
60.0,2,1.0,3.0,140000,2333,1,0,1970.0,1,0,0,0,1,0,0,0,0,0.2191851851851851
81.0,2,2.0,0.0,166000,2049,2,0,1960.0,1,1,0,0,0,0,1,1,0,0.2707101449275362
80.0,3,1.0,2.0,189000,2362,1,0,1970.0,1,1,0,0,1,0,0,1,0,0.2191851851851851
120.0,3,1.0,3.0,269000,2242,1,0,1970.0,0,1,0,0,1,0,0,1,0,0.2191851851851851
55.0,1,1.0,1.0,180000,3273,1,0,1970.0,0,1,0,0,0,0,1,0,0,0.2813540983606557
50.0,3,1.0,4.0,100000,2000,1,0,1965.0,0,1,0,0,1,0,0,0,0,0.2813540983606557
260.0,4,3.0,8.0,899000,3458,1,1,1960.0,0,1,0,0,0,0,1,0,1,0.2813540983606557
50.0,2,1.0,0.0,139000,2780,1,0,1968.0,1,0,0,0,0,0,0,0,0,0.2191851851851851
64.0,3,1.0,0.0,99900,1561,1,0,1968.0,1,0,0,0,0,0,0,0,0,0.2359308823529411
67.0,3,1.0,4.0,238000,3552,1,0,1970.0,0,1,0,0,1,1,0,1,0,0.2523359712230216
117.0,2,1.0,0.0,200000,1709,2,1,1958.0,0,0,0,0,0,0,0,0,0,0.2813540983606557
100.0,3,2.0,0.0,270000,2700,1,1,1950.0,1,1,0,0,0,0,0,0,0,0.2533233333333333
47.0,2,1.0,4.0,195000,4149,1,1,1930.0,0,0,0,0,0,1,0,0,0,0.2533233333333333
78.0,3,1.0,1.0,179000,2295,1,0,1970.0,0,1,0,0,0,0,0,0,0,0.2523359712230216
80.0,3,1.0,4.0,185000,2312,1,0,1970.0,0,0,0,0,0,0,0,1,0,0.2359308823529411
70.0,3,1.0,3.0,169000,2414,1,0,1970.0,1,1,0,0,0,0,1,0,0,0.2359308823529411
130.0,3,2.0,5.0,360000,2769,1,0,1970.0,0,1,0,0,1,0,0,1,1,0.2359308823529411
107.0,4,2.0,2.0,230000,2150,1,1,1970.0,0,0,0,0,1,0,0,0,0,0.2359308823529411
60.0,2,1.0,4.0,185000,3083,1,0,1960.0,0,0,0,0,0,0,1,0,0,0.2523359712230216
77.0,3,1.0,5.0,199000,2584,1,1,1970.0,1,1,0,0,1,0,0,1,0,0.2523359712230216
59.0,2,1.0,2.0,158900,2693,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2523359712230216
75.0,3,1.0,1.0,138000,1840,1,1,1970.0,0,0,0,0,0,0,0,0,0,0.2359308823529411
61.0,3,1.0,3.0,210000,3443,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.2813540983606557
88.0,3,1.0,5.0,190000,2159,1,0,1970.0,0,1,0,0,1,0,0,0,0,0.2359308823529411
70.0,2,1.0,2.0,200000,2857,1,0,2005.0,0,1,0,0,0,1,1,0,1,0.2191851851851851
75.0,1,1.0,0.0,175000,2333,1,0,1970.0,0,0,0,0,1,0,0,0,0,0.2359308823529411
65.0,2,1.0,4.0,129000,1985,1,0,1970.0,0,1,0,0,1,0,0,0,0,0.2359308823529411
67.0,2,1.0,0.0,120000,1791,1,1,1965.0,0,0,0,0,1,0,0,0,0,0.2359308823529411
53.0,2,1.0,2.0,129000,2434,1,0,1965.0,1,0,0,0,0,1,0,0,0,0.2523359712230216
115.0,4,2.0,6.0,215000,1870,1,1,1970.0,1,1,0,0,0,0,1,0,0,0.2191851851851851
80.0,2,2.0,1.0,240000,3000,1,0,1970.0,0,1,0,0,1,0,0,0,1,0.2813540983606557
67.0,3,1.0,2.0,135000,2015,1,1,1970.0,0,1,0,0,0,0,0,1,1,0.2191851851851851
54.0,2,1.0,2.0,129000,2389,1,0,1966.0,1,0,0,0,1,0,0,0,0,0.2523359712230216
75.0,3,1.0,1.0,172000,2293,1,0,1965.0,0,0,0,0,0,0,1,0,0,0.2813540983606557
93.0,3,1.0,2.0,219000,2355,1,1,1970.0,0,1,0,0,0,0,0,1,0,0.2523359712230216
110.0,4,2.0,0.0,235000,2136,1,0,1968.0,0,0,0,0,0,1,1,0,0,0.2533233333333333
53.0,2,1.0,3.0,117000,2208,1,0,1963.0,0,0,0,0,0,0,0,0,0,0.2359308823529411
96.0,4,2.0,4.0,265000,2760,1,0,1970.0,1,1,0,0,1,0,0,0,0,0.2359308823529411
75.0,2,1.0,5.0,139000,1853,1,1,1970.0,0,1,0,0,1,1,1,0,0,0.2359308823529411
104.0,3,3.0,1.0,350000,3365,1,0,1999.0,1,1,0,0,0,0,0,0,0,0.2813540983606557
120.0,4,2.0,8.0,290000,2417,1,0,1974.0,0,1,0,0,1,0,1,1,1,0.2359308823529411
70.0,2,1.0,2.0,150000,2143,1,0,1957.0,1,1,0,0,0,0,0,0,0,0.2813540983606557
63.0,2,1.0,2.0,139000,2206,1,0,1970.0,0,1,0,0,0,1,1,0,0,0.2523359712230216
65.0,3,1.0,1.0,126000,1938,1,0,1968.0,0,1,0,0,1,0,0,0,0,0.2465549019607843
71.0,3,1.0,4.0,170000,2394,1,0,1970.0,1,0,0,0,1,1,0,0,0,0.2533233333333333
122.0,3,2.0,8.0,380000,3115,1,0,1970.0,1,1,0,0,0,0,0,1,1,0.2359308823529411
80.0,3,1.0,2.0,198000,2475,1,0,1970.0,0,1,0,0,0,0,0,1,0,0.2533233333333333
130.0,4,2.0,9.0,385000,2962,1,0,1969.0,1,1,0,0,0,0,0,0,0,0.2533233333333333
80.0,3,1.0,3.0,205000,2562,1,0,1970.0,0,1,0,0,1,0,0,1,0,0.2533233333333333
63.0,2,1.0,1.0,220000,3492,1,0,1970.0,1,0,0,0,0,0,0,0,0,0.2813540983606557
80.0,3,1.0,1.0,147500,1844,1,0,1962.0,1,1,0,0,1,0,0,0,0,0.2523359712230216
71.0,3,1.0,1.0,156600,2206,1,1,1977.0,1,0,0,0,1,0,0,0,0,0.2813540983606557
50.0,1,1.0,0.0,150000,3000,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2523359712230216
71.0,3,1.0,4.0,125599,1769,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2465549019607843
75.0,3,1.0,5.0,185000,2467,1,0,1970.0,1,1,0,0,0,0,0,0,1,0.2359308823529411
80.0,2,1.0,1.0,152000,1900,1,1,1970.0,0,0,0,0,0,0,0,0,0,0.2813540983606557
70.0,3,1.0,3.0,198000,2829,1,0,1970.0,1,1,0,0,0,0,0,0,0,0.2465549019607843
26.0,0,1.0,2.0,99900,3842,1,0,1926.0,1,0,0,0,1,0,0,0,0,0.2813540983606557
84.0,3,1.0,1.0,270000,3214,1,0,1970.0,1,0,0,0,1,0,1,1,1,0.2359308823529411
53.0,2,1.0,2.0,129000,2434,1,0,1966.0,1,0,0,0,0,1,0,0,0,0.2523359712230216
270.0,3,2.0,3.0,315000,1167,1,1,1970.0,0,0,0,0,0,0,0,1,0,0.2707101449275362
72.0,3,1.0,3.0,139000,1931,1,0,1970.0,0,1,0,0,0,1,0,0,0,0.2813540983606557
54.0,1,1.0,4.0,180000,3333,1,0,2007.0,0,0,0,0,0,0,1,0,0,0.2813540983606557
55.0,1,1.0,2.0,140000,2545,1,0,2004.0,1,1,0,0,0,0,1,0,0,0.2813540983606557
79.0,4,1.0,0.0,170000,2152,1,1,1970.0,0,1,0,0,0,0,0,0,0,0.2523359712230216
160.0,4,2.0,4.0,418000,2612,1,0,1970.0,1,1,0,0,1,0,1,1,1,0.2359308823529411
89.0,3,1.0,1.0,180000,2022,1,0,1971.0,0,1,0,0,1,0,0,0,0,0.2191851851851851
62.0,3,1.0,0.0,126000,2032,1,0,1968.0,0,1,0,0,0,0,0,0,0,0.2465549019607843
73.0,3,1.0,3.0,195000,2671,1,0,1970.0,0,0,0,0,0,0,0,0,0,0.2813540983606557
