sq_mt_built,floor,buy_price,house_type_id,is_renewal_needed,built_year,has_ac,has_fitted_wardrobes,has_garden,has_terrace,has_balcony,has_storage_room,has_green_zones,has_parking,distr_coef
85.0,1.0,127000,1,1,1970.0,0,0,0,1,0,0,0,0,0.2017215686274509
64.0,2.0,122000,1,0,1970.0,0,1,0,0,1,0,0,0,0.2017215686274509
74.0,4.0,139900,1,0,1970.0,1,0,0,1,1,0,0,0,0.2126893333333333
100.0,2.0,182000,1,0,1986.0,1,1,0,1,0,1,0,0,0.1991975
118.0,4.0,165000,1,0,1970.0,1,0,0,1,0,0,0,0,0.2020677419354838
67.0,0.0,125000,1,0,1973.0,1,1,0,0,0,0,0,0,0.2017215686274509
70.0,4.0,114000,1,1,1965.0,0,0,0,1,0,0,0,0,0.2399772357723577
180.0,4.0,300000,0,0,1970.0,0,0,0,1,1,1,0,1,0.2139453488372093
90.0,7.0,280000,1,0,1970.0,1,0,0,0,0,0,1,1,0.2399772357723577
220.0,1.0,440000,3,0,1970.0,1,1,0,1,1,1,1,1,0.2022696721311475
110.0,1.0,255000,1,0,1990.0,1,1,0,1,0,1,1,1,0.2022696721311475
82.0,3.0,138000,1,0,1975.0,1,1,0,0,0,0,0,0,0.2022696721311475
114.0,4.0,189000,0,0,1986.0,0,1,0,0,0,1,0,0,0.2022696721311475
170.0,6.0,589999,3,0,1970.0,1,1,0,1,1,1,1,1,0.2406065693430657
105.0,1.0,144000,1,0,1980.0,0,1,0,1,0,0,0,0,0.2022696721311475
110.0,3.0,139000,1,0,1980.0,1,0,0,1,1,0,0,0,0.2022696721311475
74.0,0.0,125000,1,0,1980.0,0,0,0,1,1,0,0,0,0.2022696721311475
109.0,7.0,155000,1,0,1980.0,0,1,0,1,0,0,0,0,0.2022696721311475
95.0,5.0,228000,1,0,2000.0,1,1,0,0,0,1,0,1,0.2022696721311475
90.0,2.0,165000,1,0,1970.0,1,1,0,1,1,0,0,0,0.2139453488372093
77.0,5.0,155000,1,0,1962.0,0,1,0,1,0,0,0,0,0.2399772357723577
78.0,1.0,135000,1,0,1984.0,1,1,0,0,1,1,1,0,0.2126893333333333
114.0,1.0,215000,1,0,1960.0,1,1,0,0,1,0,0,0,0.2139453488372093
60.0,0.0,113000,1,0,1972.0,1,0,0,0,0,0,0,0,0.2126893333333333
124.0,1.0,159000,1,1,1970.0,0,1,0,0,0,1,0,0,0.2022696721311475
90.0,1.0,250000,1,0,1970.0,0,1,0,0,0,1,1,1,0.2126893333333333
118.0,5.0,519000,1,0,1970.0,1,1,0,0,0,1,1,1,0.2406065693430657
59.0,1.0,119000,1,0,1968.0,0,0,0,1,0,0,0,0,0.2126893333333333
109.0,7.0,113000,1,0,1979.0,1,1,0,1,0,0,0,0,0.2020677419354838
196.0,3.0,320000,3,0,1970.0,1,0,0,1,0,0,0,1,0.2399772357723577
85.0,1.0,128000,1,0,1970.0,0,0,0,0,0,0,0,0,0.2406065693430657
90.0,3.0,225000,1,0,1970.0,1,1,0,0,0,0,1,1,0.2126893333333333
111.0,4.0,235000,1,0,1968.0,1,1,0,1,0,0,0,0,0.2399772357723577
85.0,5.0,106700,1,0,2000.0,1,1,0,0,0,1,1,1,0.2126893333333333
149.0,5.0,279000,1,0,1970.0,1,1,0,0,0,1,0,1,0.2126893333333333
52.0,0.0,107000,1,1,1969.0,0,0,0,0,0,0,0,0,0.2399772357723577
61.0,0.0,171900,1,0,2004.0,1,1,0,1,0,1,0,0,0.2139453488372093
88.0,3.0,250000,1,0,1999.0,1,1,0,0,0,0,1,1,0.2126893333333333
109.0,1.0,215000,1,0,1994.0,0,1,0,1,0,0,0,1,0.2022696721311475
94.0,3.0,249600,2,0,2007.0,0,1,0,1,1,1,0,1,0.2139453488372093
75.0,9.0,276000,3,0,2001.0,1,1,0,1,0,1,1,1,0.2126893333333333
70.0,7.0,250000,3,0,1970.0,1,1,0,1,0,1,0,1,0.2126893333333333
96.0,2.0,215000,1,0,1970.0,0,0,0,0,0,0,1,1,0.2399772357723577
82.0,0.0,165000,1,0,1982.0,1,1,0,1,0,0,0,0,0.2017215686274509
105.0,1.0,216000,1,0,2004.0,1,1,0,0,0,1,1,1,0.2126893333333333
140.0,1.0,263000,1,0,1970.0,0,1,0,0,0,1,1,1,0.2020677419354838
126.0,1.0,260000,1,0,2002.0,0,0,0,1,0,1,1,1,0.2126893333333333
80.0,2.0,195000,1,0,1960.0,1,1,0,0,0,1,0,0,0.2017215686274509
80.0,2.0,195000,1,0,1960.0,1,1,0,0,0,0,0,0,0.2017215686274509
98.0,5.0,170000,1,0,1969.0,0,1,0,1,0,0,1,0,0.2017215686274509
72.0,2.0,130000,1,0,1970.0,1,1,0,0,0,0,0,0,0.2406065693430657
98.0,1.0,142000,1,0,1951.0,0,0,0,1,0,0,0,0,0.2406065693430657
50.0,2.0,130000,1,0,1970.0,0,0,0,0,0,0,0,0,0.2399772357723577
74.0,3.0,125000,1,0,1970.0,0,0,0,1,0,0,0,0,0.2406065693430657
25.0,4.0,97000,1,0,1970.0,1,1,0,0,0,0,0,0,0.2399772357723577
116.0,8.0,160000,1,0,1978.0,0,1,0,1,1,0,0,0,0.2020677419354838
45.0,1.0,130000,1,0,2004.0,0,0,0,0,0,1,0,0,0.2017215686274509
99.0,1.0,150000,1,0,1960.0,1,1,0,1,0,0,0,0,0.2017215686274509
65.0,0.0,106000,1,1,1970.0,0,0,0,1,0,0,0,0,0.2139453488372093
144.0,3.0,350000,1,0,1976.0,1,1,0,1,0,0,0,0,0.2399772357723577
90.0,0.0,170000,1,0,1983.0,1,1,0,1,1,0,0,0,0.2126893333333333
110.0,1.0,135000,1,1,1995.0,0,1,0,0,0,0,0,0,0.1991975
135.0,6.0,260000,1,0,2000.0,1,1,0,1,0,1,1,1,0.2020677419354838
74.0,5.0,113400,1,0,1970.0,0,0,0,1,0,0,0,0,0.2406065693430657
67.0,3.0,138900,1,0,1962.0,1,0,0,0,0,0,0,0,0.2406065693430657
95.0,0.0,129900,1,1,1979.0,0,1,0,0,0,0,0,0,0.2406065693430657
78.0,0.0,130000,1,0,1970.0,0,0,0,1,0,0,0,0,0.2017215686274509
50.0,0.0,99900,1,0,1970.0,0,1,0,0,0,0,0,0,0.2020677419354838
63.0,3.0,139000,1,1,1963.0,0,0,0,1,0,0,0,0,0.2406065693430657
81.0,3.0,182260,1,0,1968.0,1,1,0,0,0,1,0,0,0.2022696721311475
70.0,7.0,270750,3,0,1970.0,0,1,0,1,0,1,1,1,0.2022696721311475
98.0,1.0,142000,1,1,1951.0,0,0,0,1,0,0,0,0,0.2406065693430657
135.0,3.0,149000,1,1,1970.0,0,1,0,1,0,1,0,0,0.2020677419354838
125.0,4.0,295000,1,0,1970.0,0,1,0,1,0,1,0,1,0.2399772357723577
60.0,2.0,120000,1,0,1970.0,0,1,0,0,1,1,0,0,0.2406065693430657
110.0,0.0,179000,1,0,2004.0,1,1,0,0,0,1,0,1,0.2126893333333333
59.0,4.0,129570,1,0,1970.0,0,0,0,0,0,0,0,0,0.2022696721311475
73.0,3.0,130000,1,0,1970.0,0,0,0,0,0,0,0,0,0.2399772357723577
90.0,6.0,390000,1,0,1970.0,0,0,0,0,0,0,0,0,0.1991975
80.0,4.0,129189,1,0,1970.0,0,0,0,0,0,0,0,0,0.2406065693430657
98.0,1.0,142000,1,0,1970.0,0,0,0,0,0,0,0,0,0.2022696721311475
73.0,3.0,130000,1,0,1970.0,0,0,0,0,0,0,0,0,0.2399772357723577
132.0,1.0,135000,1,1,1983.0,1,1,0,1,0,0,0,0,0.1991975
55.0,2.0,130000,1,0,1970.0,1,0,0,0,0,0,0,0,0.2406065693430657
68.0,1.0,115000,1,0,1970.0,0,0,0,0,0,0,0,0,0.2126893333333333
154.0,5.0,225000,1,0,2003.0,1,1,0,0,0,1,0,1,0.2020677419354838
87.0,4.0,189890,1,0,1960.0,0,0,0,1,0,0,0,0,0.2399772357723577
40.0,5.0,160000,3,0,1995.0,1,1,0,1,0,0,0,0,0.2139453488372093
60.0,3.0,145000,1,0,1970.0,1,1,0,1,0,0,0,0,0.2139453488372093
90.0,3.0,163000,1,0,1970.0,0,1,0,1,0,0,1,0,0.2017215686274509
72.0,3.0,130000,1,0,1970.0,0,0,0,1,0,0,0,0,0.2399772357723577
65.0,3.0,121500,1,0,1968.0,1,1,0,1,0,0,0,0,0.2139453488372093
47.0,0.0,93000,1,0,2019.0,1,0,0,0,0,0,0,0,0.2020677419354838
65.0,2.0,117000,1,0,1970.0,1,1,0,1,0,0,0,0,0.2139453488372093
110.0,2.0,167000,1,0,1970.0,1,1,0,1,0,0,0,0,0.1991975
118.0,9.0,165000,1,1,1974.0,0,1,0,0,0,0,0,0,0.2020677419354838
75.0,5.0,113400,1,0,1970.0,0,0,0,0,0,0,0,0,0.2406065693430657
96.0,2.0,220000,1,0,1960.0,1,1,0,0,0,0,0,0,0.2406065693430657
74.0,3.0,125000,1,0,1959.0,1,1,0,0,0,0,0,0,0.2406065693430657
67.0,3.0,129400,1,0,1970.0,0,0,0,0,0,0,0,0,0.2017215686274509
87.0,2.0,152000,1,0,1970.0,1,1,0,1,1,0,0,0,0.2406065693430657
110.0,8.0,165000,1,0,1970.0,0,0,0,1,0,0,0,0,0.2020677419354838
37.0,1.0,105000,1,0,1993.0,1,0,0,0,0,0,0,0,0.2406065693430657
55.0,1.0,129000,1,0,1970.0,0,0,0,0,0,0,0,0,0.2399772357723577
81.0,0.0,160000,1,0,1960.0,0,0,0,0,0,0,0,0,0.2406065693430657
91.0,1.0,142000,1,1,1951.0,0,1,0,0,0,0,0,0,0.2406065693430657
120.0,7.0,275000,1,0,1970.0,1,1,0,0,0,0,0,1,0.2126893333333333
59.0,2.0,198000,1,1,1964.0,0,0,0,0,0,0,0,0,0.2406065693430657
132.0,3.0,330000,1,0,1970.0,1,1,0,0,0,1,0,1,0.2139453488372093
98.0,1.0,135000,1,0,1983.0,0,1,0,1,0,0,0,0,0.1991975
53.0,4.0,109900,1,0,1970.0,0,0,0,0,0,0,0,0,0.2399772357723577
110.0,3.0,162000,1,0,1970.0,0,0,0,1,0,1,1,1,0.2139453488372093
98.0,1.0,232000,1,0,1970.0,1,1,0,1,0,0,0,0,0.2399772357723577
68.0,2.0,129900,1,0,1970.0,1,0,0,1,0,0,0,0,0.2126893333333333
56.0,4.0,100000,1,1,1961.0,0,1,0,1,0,0,0,0,0.2406065693430657
95.0,3.0,310000,1,0,2001.0,1,1,0,0,0,1,0,1,0.2399772357723577
78.0,4.0,169890,1,0,1984.0,1,0,0,1,0,1,0,0,0.2022696721311475
102.0,6.0,360000,1,0,2000.0,1,1,0,1,0,0,0,1,0.1991975
152.0,0.0,260000,1,0,1968.0,0,0,0,0,0,0,0,0,0.2126893333333333
72.0,1.0,128000,1,0,1960.0,0,0,0,0,0,0,0,0,0.2406065693430657
84.0,4.0,159900,1,0,1963.0,0,0,0,1,0,0,0,1,0.2406065693430657
76.0,2.0,185000,1,1,1970.0,0,1,0,0,0,0,0,0,0.2126893333333333
44.0,1.0,149000,1,0,1997.0,0,1,0,0,0,0,0,0,0.2406065693430657
180.0,0.0,266000,2,0,1970.0,1,1,0,0,0,1,0,1,0.2126893333333333
127.0,2.0,249000,1,0,1995.0,1,1,0,0,0,0,0,1,0.2017215686274509
124.0,1.0,170000,1,0,1983.0,1,1,0,1,0,1,0,0,0.2139453488372093
103.0,2.0,250000,1,0,1970.0,0,0,0,1,1,0,0,0,0.2017215686274509
110.0,1.0,159000,1,0,1980.0,1,1,0,0,0,0,0,0,0.2017215686274509
115.0,4.0,180000,1,0,1970.0,1,1,0,1,0,0,0,0,0.1991975
111.0,1.0,208000,1,1,1940.0,0,1,0,1,0,0,1,0,0.2406065693430657
111.0,4.0,208000,0,1,1940.0,0,1,1,1,0,0,0,0,0.2406065693430657
75.0,2.0,179900,1,0,8170.0,0,1,0,1,0,0,0,0,0.2139453488372093
81.0,2.0,185000,1,0,1970.0,1,1,0,1,1,1,0,0,0.2139453488372093
226.0,4.0,939000,3,0,8170.0,0,0,0,1,0,0,0,0,0.2406065693430657
167.0,4.0,719000,3,0,8170.0,0,0,0,1,0,0,0,0,0.2406065693430657
128.0,0.0,131000,1,0,1983.0,0,1,0,1,0,0,0,0,0.2022696721311475
59.0,0.0,129570,1,0,1970.0,0,0,0,0,0,0,0,0,0.2139453488372093
35.0,0.0,75000,1,1,1950.0,0,1,0,0,0,0,0,0,0.2406065693430657
112.0,6.0,135000,1,1,1980.0,0,1,0,1,0,0,0,0,0.2020677419354838
66.0,4.0,110000,1,0,1972.0,1,1,0,1,0,0,0,0,0.2022696721311475
73.0,4.0,162000,1,0,1970.0,1,0,0,1,1,0,0,0,0.2406065693430657
93.0,2.0,135000,2,1,1956.0,0,0,0,0,0,0,0,0,0.2399772357723577
73.0,3.0,130000,1,0,1970.0,0,0,0,0,0,0,0,0,0.2399772357723577
120.0,0.0,185000,2,0,1970.0,1,1,0,0,0,1,1,0,0.2399772357723577
67.0,3.0,199000,1,0,1970.0,1,1,0,1,1,0,0,0,0.2399772357723577
59.0,3.0,128000,1,0,1968.0,1,0,0,1,0,0,0,0,0.2139453488372093
109.0,5.0,180000,1,0,1986.0,0,1,0,1,0,0,0,0,0.1991975
78.0,4.0,140000,1,0,1987.0,0,0,0,0,0,1,0,0,0.2126893333333333
65.0,3.0,121500,1,0,1970.0,0,0,0,1,0,0,0,0,0.2139453488372093
80.0,3.0,134611,1,1,1970.0,0,1,0,0,0,0,0,1,0.2022696721311475
60.0,0.0,112000,1,0,1982.0,0,1,0,0,0,0,1,0,0.2022696721311475
60.0,3.0,147000,1,0,1970.0,1,1,0,1,0,0,0,0,0.2139453488372093
85.0,1.0,152000,1,0,1966.0,0,0,0,1,0,0,0,0,0.2399772357723577
68.0,3.0,288000,1,0,1986.0,1,1,0,0,0,0,0,1,0.2406065693430657
87.0,4.0,239000,1,0,1970.0,1,1,0,0,0,0,0,0,0.2399772357723577
110.0,2.0,240000,1,0,2000.0,1,1,0,0,0,1,1,1,0.2022696721311475
104.0,1.0,150000,1,1,1980.0,1,1,0,1,0,1,0,0,0.2022696721311475
90.0,5.0,134000,3,0,1945.0,1,0,0,1,0,0,0,0,0.2399772357723577
154.0,1.0,685000,3,0,8170.0,1,1,0,0,0,1,0,1,0.2406065693430657
219.0,1.0,923000,3,0,8170.0,1,1,0,0,0,1,0,1,0.2406065693430657
219.0,1.0,876000,3,0,8170.0,1,1,0,0,0,1,0,1,0.2406065693430657
114.0,1.0,324900,1,0,1960.0,1,1,0,0,0,0,0,0,0.2399772357723577
78.0,2.0,212000,1,0,1962.0,0,1,0,0,0,0,0,0,0.2399772357723577
85.0,6.0,229900,1,0,1956.0,1,0,0,0,0,0,0,0,0.2022696721311475
73.0,2.0,165000,1,0,1970.0,1,1,0,1,0,1,0,0,0.2406065693430657
81.0,4.0,189000,0,1,1983.0,0,0,1,1,0,1,0,0,0.2020677419354838
71.0,3.0,147000,1,0,1970.0,0,1,0,0,0,0,0,0,0.2399772357723577
67.0,2.0,142000,1,0,1970.0,0,0,0,1,0,0,0,0,0.2017215686274509
161.0,1.0,280000,1,0,1970.0,1,1,0,1,0,0,0,0,0.2022696721311475
96.0,2.0,220000,1,0,1969.0,0,0,0,0,0,0,0,0,0.2399772357723577
51.0,1.0,36000,1,0,1965.0,1,1,0,0,0,0,0,0,0.2022696721311475
42.0,1.0,105000,1,0,1970.0,0,0,0,0,0,0,0,0,0.2406065693430657
66.0,1.0,155000,1,1,1970.0,0,0,0,1,0,0,0,0,0.2406065693430657
67.0,2.0,134000,1,0,1970.0,0,0,0,0,0,0,0,0,0.2022696721311475
97.0,2.0,120000,1,0,1970.0,0,0,0,1,0,1,0,0,0.2022696721311475
114.0,6.0,150000,1,1,1970.0,0,0,0,1,0,0,0,0,0.2022696721311475
108.0,1.0,149000,1,1,1970.0,1,0,0,1,0,0,0,0,0.2022696721311475
79.0,2.0,150000,1,1,1959.0,1,1,0,0,0,0,0,0,0.2022696721311475
55.0,3.0,128000,1,0,1970.0,0,1,0,1,0,0,0,0,0.2022696721311475
132.0,6.0,235000,1,0,1970.0,1,1,0,0,0,1,1,1,0.2022696721311475
95.0,6.0,145000,1,1,1970.0,0,1,0,1,0,0,0,0,0.2022696721311475
55.0,1.0,124000,1,0,1970.0,1,0,0,0,0,1,0,0,0.2022696721311475
95.0,1.0,255000,1,0,2005.0,1,1,0,1,0,1,0,1,0.1991975
96.0,1.0,199000,1,0,1970.0,1,1,0,0,0,0,0,0,0.1991975
81.0,3.0,135711,1,1,1970.0,0,0,0,0,0,0,0,1,0.2022696721311475
119.0,4.0,180000,1,0,1983.0,0,1,0,1,0,1,0,0,0.2139453488372093
107.0,2.0,229500,1,0,1970.0,0,0,0,0,0,0,0,0,0.2399772357723577
82.0,1.0,155000,1,0,1984.0,1,0,0,1,0,0,0,0,0.2022696721311475
106.0,5.0,276000,1,0,1970.0,1,0,0,0,0,0,0,0,0.2406065693430657
64.0,1.0,130000,1,0,1968.0,1,0,0,0,0,0,0,0,0.2022696721311475
93.0,3.0,157000,1,0,1970.0,1,1,0,0,0,0,0,1,0.2022696721311475
78.0,1.0,121000,1,0,1985.0,1,1,0,0,0,1,0,0,0.2022696721311475
78.0,2.0,229500,1,1,1970.0,0,0,0,0,0,0,0,0,0.2399772357723577
71.0,1.0,129000,1,1,1975.0,0,0,0,1,0,0,0,0,0.2017215686274509
75.0,4.0,169000,1,0,1968.0,0,0,0,1,0,0,0,0,0.2399772357723577
60.0,3.0,137500,1,0,1970.0,0,0,0,1,0,0,0,0,0.2406065693430657
119.0,1.0,245000,1,0,1970.0,1,1,0,0,0,1,0,1,0.2017215686274509
94.0,3.0,225000,1,1,1970.0,0,0,0,0,0,0,0,0,0.2139453488372093
61.0,9.0,126000,1,1,1968.0,0,1,0,0,0,0,0,0,0.2022696721311475
117.0,3.0,186000,1,0,1983.0,0,1,0,1,0,0,0,0,0.2139453488372093
100.0,4.0,139000,1,0,1970.0,0,0,0,1,0,0,0,0,0.2406065693430657
59.0,0.0,138000,1,0,1962.0,1,1,0,0,0,0,0,0,0.2017215686274509
46.0,2.0,140000,1,0,1940.0,0,1,0,1,0,0,0,0,0.2399772357723577
68.0,4.0,145000,1,0,1960.0,1,0,0,0,0,0,0,0,0.2406065693430657
133.0,0.0,265000,1,0,2001.0,0,1,0,1,0,1,1,1,0.2022696721311475
126.0,2.0,230000,1,0,1983.0,1,1,0,0,0,1,0,1,0.1991975
136.0,7.0,269900,3,0,1970.0,1,0,0,1,0,1,1,1,0.2022696721311475
123.0,3.0,154000,1,0,1983.0,1,0,0,1,0,0,0,1,0.2139453488372093
78.0,6.0,125000,1,0,1970.0,0,0,0,0,0,0,0,0,0.2126893333333333
92.0,1.0,300000,1,0,1970.0,0,0,0,1,0,0,0,0,0.2399772357723577
144.0,7.0,300000,2,0,2003.0,1,1,0,1,0,1,1,1,0.2020677419354838
80.0,1.0,130000,1,0,1965.0,0,0,0,0,0,0,0,0,0.2126893333333333
55.0,1.0,99000,1,0,1970.0,1,1,0,1,0,0,0,0,0.2017215686274509
31.0,1.0,72000,1,0,1940.0,1,1,0,0,1,0,0,0,0.2406065693430657
65.0,4.0,157000,0,1,1943.0,0,0,0,0,0,0,0,0,0.2022696721311475
75.0,2.0,189990,1,0,1970.0,0,0,0,0,0,0,0,0,0.2399772357723577
62.0,4.0,136000,1,0,1959.0,0,0,0,0,0,0,0,0,0.2406065693430657
85.0,1.0,130000,1,0,1967.0,0,1,0,1,0,0,0,0,0.2126893333333333
75.0,3.0,189000,1,0,1982.0,1,1,0,1,1,1,0,0,0.2399772357723577
84.0,4.0,129000,1,0,1970.0,0,0,0,0,0,0,0,0,0.2399772357723577
65.0,1.0,132000,1,0,1970.0,0,1,0,1,0,1,0,0,0.2139453488372093
95.0,6.0,229000,1,0,1999.0,1,1,0,1,0,0,1,1,0.2022696721311475
52.0,3.0,143000,1,0,1935.0,1,0,0,0,0,0,0,0,0.2139453488372093
70.0,4.0,107260,1,1,1970.0,1,1,0,0,0,0,0,0,0.2406065693430657
64.0,2.0,157000,1,0,1965.0,0,0,0,0,0,0,0,0,0.2399772357723577
109.0,7.0,147000,1,0,1983.0,0,0,0,1,0,0,0,0,0.1991975
116.0,1.0,149000,1,0,1983.0,0,0,0,0,0,0,0,0,0.2139453488372093
70.0,4.0,128000,1,0,1965.0,1,1,0,1,0,0,0,0,0.2139453488372093
66.0,3.0,132000,1,0,1977.0,0,1,0,1,0,0,0,0,0.2139453488372093
56.0,4.0,152000,1,0,1970.0,0,0,0,0,0,0,0,0,0.2139453488372093
126.0,4.0,393000,1,0,2002.0,1,1,0,0,0,1,0,1,0.2406065693430657
77.0,1.0,160890,1,0,1970.0,1,0,0,1,0,0,0,1,0.2139453488372093
180.0,0.0,260000,1,0,1970.0,1,1,0,0,0,1,0,1,0.2126893333333333
42.0,4.0,193000,2,0,1970.0,0,0,0,0,0,0,0,0,0.3526536945812808
164.0,3.0,1200000,1,0,1970.0,1,1,0,0,0,1,0,1,0.4058662295081967
229.0,4.0,950000,1,1,1970.0,1,1,0,1,0,1,0,0,0.4058662295081967
81.0,0.0,320000,1,0,1970.0,1,1,0,0,0,0,1,0,0.4058662295081967
141.0,3.0,525000,1,1,1970.0,0,1,0,0,0,0,0,0,0.4058662295081967
46.0,3.0,200000,1,0,1970.0,1,1,0,0,0,0,0,0,0.4058662295081967
257.0,1.0,1475000,2,0,1970.0,1,1,0,1,0,1,0,1,0.4058662295081967
126.0,8.0,625000,1,1,1970.0,0,1,0,0,0,0,0,1,0.4058662295081967
98.0,4.0,370000,1,0,1970.0,0,1,0,1,0,0,0,0,0.4058662295081967
60.0,1.0,485000,1,0,1970.0,1,1,0,0,0,0,0,0,0.4058662295081967
269.0,7.0,1060000,1,1,1970.0,1,1,0,1,0,1,0,1,0.4058662295081967
115.0,3.0,685000,1,0,1970.0,1,1,0,0,0,0,0,0,0.4058662295081967
141.0,6.0,540000,1,1,1970.0,0,1,0,1,0,0,0,1,0.4058662295081967
94.0,2.0,335000,1,0,1970.0,1,1,0,0,0,0,0,1,0.4058662295081967
128.0,5.0,560000,1,0,1970.0,1,1,0,1,0,0,0,1,0.4058662295081967
281.0,2.0,850000,1,1,1970.0,0,1,0,0,0,1,1,1,0.4058662295081967
173.0,1.0,560000,1,1,1970.0,0,1,0,0,0,1,0,0,0.4058662295081967
140.0,0.0,475000,1,1,1970.0,0,0,0,0,0,0,0,0,0.4058662295081967
256.0,6.0,1300000,1,0,1970.0,1,1,0,0,0,0,0,0,0.4058662295081967
301.0,9.0,1079000,1,0,1965.0,1,1,0,1,0,1,0,1,0.4058662295081967
67.0,2.0,235000,1,0,2003.0,0,1,0,0,0,0,0,0,0.3526536945812808
70.0,4.0,235000,1,0,1970.0,1,1,0,1,1,0,0,0,0.3369771241830065
56.0,1.0,250000,1,0,1970.0,1,1,0,0,1,0,0,0,0.4607004098360656
257.0,1.0,1475000,3,0,1970.0,1,1,0,1,0,1,0,1,0.4607004098360656
295.0,5.0,1400000,2,0,1975.0,1,0,0,0,0,1,0,1,0.4058662295081967
94.0,1.0,425000,1,1,1965.0,0,0,0,0,0,0,0,1,0.4607004098360656
90.0,2.0,395000,1,0,1959.0,1,1,0,0,0,0,0,0,0.4607004098360656
130.0,4.0,575000,1,0,1960.0,0,1,0,0,0,0,0,0,0.4607004098360656
215.0,5.0,850000,1,1,1970.0,0,1,0,1,0,0,0,0,0.4058662295081967
81.0,7.0,259000,3,0,1983.0,1,1,0,0,0,1,0,0,0.4058662295081967
61.0,3.0,379900,1,0,1974.0,1,0,0,1,0,0,1,1,0.4501712418300653
80.0,1.0,239900,1,0,1970.0,0,0,0,1,0,0,0,0,0.3672692307692307
40.0,0.0,136000,1,0,1992.0,0,0,0,0,0,0,0,0,0.3432689655172414
185.0,1.0,1300000,1,0,1956.0,1,0,0,0,0,0,0,0,0.4058662295081967
80.0,0.0,189000,1,0,2003.0,0,1,0,0,0,0,0,0,0.3526536945812808
79.0,5.0,333000,1,0,1968.0,1,1,0,0,0,0,0,0,0.3432689655172414
224.0,1.0,799000,1,1,1970.0,1,1,0,1,0,1,0,1,0.4058662295081967
245.0,7.0,840000,1,1,1970.0,0,1,0,1,0,1,1,1,0.4058662295081967
257.0,1.0,1475000,3,0,1970.0,1,1,0,1,0,1,0,1,0.4058662295081967
79.0,7.0,500000,1,0,1970.0,1,0,0,0,0,0,0,0,0.4501712418300653
86.0,0.0,299000,1,0,1987.0,0,0,0,0,0,0,0,0,0.3526536945812808
301.0,9.0,1079000,1,0,1966.0,1,1,0,1,0,1,0,1,0.4501712418300653
61.0,1.0,169000,1,0,2020.0,1,1,0,1,0,1,1,1,0.3526536945812808
55.0,2.0,215000,1,0,1970.0,0,1,0,0,0,0,0,0,0.4058662295081967
195.0,1.0,1340000,1,0,1970.0,1,1,0,0,0,1,0,1,0.4501712418300653
119.0,2.0,530000,1,0,1958.0,0,0,0,0,0,1,0,0,0.4607004098360656
182.0,2.0,598000,1,0,1970.0,1,1,0,1,0,1,0,1,0.4501712418300653
69.0,3.0,210000,1,0,2006.0,1,1,0,0,1,1,0,0,0.3369771241830065
130.0,6.0,650000,1,0,1955.0,1,1,0,1,0,0,0,0,0.4501712418300653
55.0,3.0,139900,1,1,1955.0,0,0,0,0,0,0,0,0,0.4058662295081967
37.0,1.0,175000,1,0,1970.0,1,0,0,0,1,0,0,0,0.3526536945812808
157.0,5.0,520000,1,0,1970.0,0,1,0,1,0,0,0,1,0.3432689655172414
108.0,1.0,550000,1,0,1970.0,1,1,0,0,0,0,0,1,0.4058662295081967
230.0,1.0,1150000,3,0,1970.0,1,1,0,0,0,1,0,1,0.4058662295081967
261.0,1.0,845000,1,1,1970.0,1,1,0,0,0,1,1,0,0.4607004098360656
120.0,4.0,575000,1,0,1970.0,0,1,0,0,0,0,0,0,0.4058662295081967
45.0,8.0,330000,3,1,1970.0,0,1,0,1,0,1,0,0,0.4058662295081967
301.0,2.0,1290000,1,1,1970.0,0,1,0,1,0,1,1,1,0.4058662295081967
155.0,1.0,570000,1,0,1970.0,1,1,0,0,0,0,0,0,0.4058662295081967
74.0,3.0,205000,1,1,1965.0,0,1,0,0,1,0,0,0,0.4058662295081967
36.0,4.0,182000,1,0,1925.0,0,0,0,0,0,0,0,0,0.3672692307692307
46.0,4.0,99000,1,1,1920.0,0,0,0,0,0,0,0,0,0.3369771241830065
118.0,2.0,530000,1,1,1974.0,0,1,0,1,0,0,0,1,0.4607004098360656
69.0,2.0,187000,1,1,1970.0,0,0,0,0,1,0,0,0,0.3369771241830065
70.0,0.0,250000,1,0,1945.0,1,0,0,0,0,0,0,0,0.4501712418300653
118.0,1.0,540000,1,0,1970.0,1,0,0,1,0,1,0,0,0.4607004098360656
51.0,3.0,220000,3,0,1970.0,1,1,0,0,0,0,0,0,0.3369771241830065
203.0,1.0,1575000,1,0,1967.0,1,1,0,0,0,0,1,1,0.4607004098360656
115.0,7.0,610000,1,0,1955.0,1,1,0,0,0,0,0,1,0.4501712418300653
40.0,0.0,145000,1,1,1970.0,1,1,0,0,0,0,0,0,0.3432689655172414
219.0,6.0,855000,1,1,1960.0,0,1,0,1,0,1,0,1,0.4607004098360656
51.0,0.0,199995,1,0,1980.0,1,1,0,0,0,0,1,0,0.3672692307692307
53.0,4.0,159900,1,0,1970.0,1,1,0,0,0,1,0,0,0.3672692307692307
59.0,4.0,194900,1,0,1970.0,1,1,0,1,0,0,0,0,0.3672692307692307
175.0,8.0,700000,1,1,1975.0,0,1,0,1,0,1,1,1,0.4607004098360656
41.0,4.0,131000,1,1,1955.0,0,0,0,0,0,0,0,0,0.3432689655172414
